district,monsoon,rain_24h_mm,rain_6h_mm,river_level_m,river_danger_m,soil_moisture_index,elevation_m,slope_deg,humidity_pct,wind_kmh,temp_c,coastal,rain24,rain6,river_ratio,soil,low_elev,flat,humidity,slope,wind,temp,label_flood,label_landslide,label_cyclone,label_rainfall
Patan,0,2.5,1.6,1.55,6.0,0.065,70,1,51.0,5.6,34.3,0.0,0.00823,0.01129,0.2591,0.06492,0.825,0.95,0.02097,0.02857,0,0.71688,0,0,0,0
Navsari,1,5.4,1.9,4.07,7.3,0.757,11,1,76.3,35.6,27.8,1.0,0.0181,0.01326,0.55751,0.75748,0.9725,0.95,0.52641,0.02857,0.19478,0.38961,0,0,0,0
Dang,1,97.0,42.5,4.17,6.4,0.945,975,27,71.2,26.8,26.8,0.0,0.32334,0.30326,0.65229,0.94527,0,0,0.42325,0.77143,0.08444,0.34035,0,1,0,0
Surat,1,35.4,16.8,6.11,9.4,1.0,13,1,70.8,23.2,27.1,1.0,0.11812,0.11966,0.65037,1.0,0.9675,0.95,0.41642,0.02857,0.03956,0.35369,1,0,0,0
Rajkot,0,2.2,1.0,3.01,7.2,0.379,134,3,55.8,7.6,31.8,0.0,0.00721,0.00708,0.41769,0.37908,0.665,0.85,0.11623,0.08571,0,0.5876,0,0,0,0
Ahmedabad,1,38.2,29.3,4.79,8.5,0.879,53,2,79.9,46.2,26.0,0.0,0.12718,0.20903,0.56372,0.87941,0.8675,0.9,0.59719,0.05714,0.32801,0.30049,0,0,0,0
Navsari,1,12.1,5.0,3.76,7.3,0.943,11,1,76.8,27.3,25.9,1.0,0.04025,0.03582,0.51509,0.94264,0.9725,0.95,0.53685,0.02857,0.09095,0.29426,1,0,0,0
Navsari,1,66.6,10.3,5.64,7.3,1.0,11,1,79.5,38.5,26.7,1.0,0.22197,0.07332,0.77238,1.0,0.9725,0.95,0.59059,0.02857,0.23088,0.33262,1,0,0,0
Patan,1,19.8,11.8,2.62,6.0,0.556,70,1,75.7,9.5,25.0,0.0,0.06591,0.08403,0.43708,0.55636,0.825,0.95,0.51365,0.02857,0,0.25006,0,0,0,0
Bhavnagar,1,35.8,17.5,4.27,7.4,0.765,24,2,73.9,3.9,24.1,1.0,0.11942,0.12534,0.5765,0.76451,0.94,0.9,0.47813,0.05714,0,0.20365,0,0,0,0
Rajkot,1,6.5,2.5,3.76,7.2,0.617,134,3,86.0,5.3,31.2,0.0,0.02155,0.01806,0.52231,0.61707,0.665,0.85,0.71958,0.08571,0,0.56126,0,0,0,1
Jamnagar,1,24.4,5.8,3.96,6.5,0.673,20,2,87.5,11.5,25.8,1.0,0.08123,0.04117,0.60857,0.67251,0.95,0.9,0.74945,0.05714,0,0.29138,0,1,0,1
Ahmedabad,0,2.6,1.2,3.17,8.5,0.523,53,2,52.1,23.2,32.3,0.0,0.0085,0.00851,0.37337,0.52275,0.8675,0.9,0.0417,0.05714,0.04033,0.61365,1,0,0,0
Ahmedabad,1,5.6,1.9,4.48,8.5,0.82,53,2,91.2,20.7,25.1,0.0,0.01857,0.01371,0.52687,0.81993,0.8675,0.9,0.82398,0.05714,0.00889,0.25524,1,0,0,0
Bhavnagar,1,22.2,12.1,3.7,7.4,0.921,24,2,80.1,70.8,28.5,1.0,0.07386,0.08667,0.50055,0.92081,0.94,0.9,0.60269,0.05714,0.63466,0.42401,0,0,1,0
Patan,1,16.8,3.1,3.72,6.0,0.541,70,1,91.5,10.3,24.1,0.0,0.05603,0.02241,0.62079,0.541,0.825,0.95,0.83098,0.02857,0,0.20448,0,0,0,0
Porbandar,1,13.6,3.6,3.35,6.2,0.605,8,1,79.0,9.7,25.4,1.0,0.04536,0.02573,0.53959,0.60511,0.98,0.95,0.5804,0.02857,0,0.26763,1,0,0,0
Rajkot,1,36.4,13.3,3.72,7.2,0.585,134,3,77.6,39.5,29.7,0.0,0.12134,0.09533,0.51638,0.58543,0.665,0.85,0.55296,0.08571,0.24336,0.48361,1,0,0,0
Surat,1,96.8,17.1,6.3,9.4,0.925,13,1,65.7,9.2,25.4,1.0,0.32255,0.12243,0.67025,0.92462,0.9675,0.95,0.31321,0.02857,0,0.26797,0,0,0,0
Porbandar,0,8.9,4.3,2.33,6.2,0.357,8,1,63.3,6.4,31.4,1.0,0.02965,0.03066,0.37575,0.35728,0.98,0.95,0.26563,0.02857,0,0.56763,0,0,0,0
Vadodara,1,51.7,23.4,3.7,8.0,0.707,39,2,84.1,36.5,24.5,0.0,0.17244,0.16717,0.46205,0.70692,0.9025,0.9,0.68295,0.05714,0.20643,0.22477,0,0,0,1
Ahmedabad,0,4.4,2.9,4.1,8.5,0.442,53,2,59.5,4.3,33.9,0.0,0.01473,0.0204,0.48189,0.44195,0.8675,0.9,0.18961,0.05714,0,0.69333,0,0,0,0
Bhavnagar,1,65.2,50.9,3.73,7.4,0.833,24,2,84.9,4.5,27.0,1.0,0.21719,0.36389,0.50351,0.83256,0.94,0.9,0.6985,0.05714,0,0.34948,0,1,0,0
Dang,0,9.0,3.3,4.05,6.4,0.562,975,27,60.4,16.6,32.5,0.0,0.03,0.02383,0.63247,0.56214,0,0,0.20861,0.77143,0,0.62722,0,1,0,0
Porbandar,1,37.1,16.5,3.8,6.2,0.737,8,1,77.9,32.5,25.6,1.0,0.1237,0.11802,0.61339,0.73706,0.98,0.95,0.55714,0.02857,0.15672,0.28102,0,0,0,0
Dang,0,14.0,10.3,2.74,6.4,0.533,975,27,56.4,31.6,31.7,0.0,0.04658,0.07372,0.42854,0.53322,0,0,0.128,0.77143,0.14466,0.58511,0,0,0,0
Porbandar,0,3.5,0.9,2.54,6.2,0.253,8,1,48.3,11.8,33.8,1.0,0.01168,0.00633,0.40906,0.25275,0.98,0.95,0,0.02857,0,0.68917,1,0,1,0
Bhavnagar,1,57.5,15.3,5.11,7.4,0.762,24,2,89.9,16.0,25.9,1.0,0.19159,0.1091,0.69068,0.76218,0.94,0.9,0.79876,0.05714,0,0.29505,1,0,0,0
Ahmedabad,0,8.9,4.7,3.79,8.5,0.466,53,2,55.9,34.3,33.4,0.0,0.02973,0.03331,0.44646,0.46562,0.8675,0.9,0.11775,0.05714,0.17855,0.669,0,0,0,0
Ahmedabad,0,9.6,3.4,2.99,8.5,0.339,53,2,50.9,9.3,33.6,0.0,0.032,0.02408,0.35207,0.33907,0.8675,0.9,0.01896,0.05714,0,0.68014,0,0,0,0
Jamnagar,1,1.4,0.9,2.51,6.5,0.483,20,2,73.5,54.2,24.4,1.0,0.0046,0.00658,0.38682,0.48333,0.95,0.9,0.46912,0.05714,0.4281,0.21967,0,0,1,0
Ahmedabad,0,7.8,2.0,3.15,8.5,0.421,53,2,48.5,27.1,31.0,0.0,0.02614,0.01432,0.37043,0.42066,0.8675,0.9,0,0.05714,0.08871,0.55055,0,0,0,0
Jamnagar,0,5.3,1.2,3.15,6.5,0.413,20,2,45.2,12.3,33.1,1.0,0.01751,0.00852,0.48407,0.41278,0.95,0.9,0,0.05714,0,0.65659,0,0,0,0
Bhuj,0,5.8,1.1,1.92,5.8,0.122,110,4,60.1,25.0,29.4,1.0,0.01931,0.00777,0.33067,0.1216,0.725,0.8,0.20251,0.11429,0.06272,0.471,0,0,0,0
Dang,0,2.5,0.7,2.87,6.4,0.601,975,27,53.9,4.2,30.8,0.0,0.00844,0.0047,0.44914,0.60131,0,0,0.07739,0.77143,0,0.54165,1,0,0,0
Valsad,1,13.4,5.2,3.19,7.0,0.856,12,2,74.3,31.3,23.5,1.0,0.04462,0.03708,0.45541,0.85648,0.97,0.9,0.4857,0.05714,0.14131,0.17286,0,0,0,0
Rajkot,0,1.4,0.9,2.22,7.2,0.156,134,3,51.4,36.8,30.0,0.0,0.00464,0.0067,0.30849,0.15609,0.665,0.85,0.0286,0.08571,0.21031,0.49962,0,0,0,0
Navsari,1,11.1,5.3,4.35,7.3,0.836,11,1,63.0,18.9,27.7,1.0,0.03702,0.0381,0.59645,0.83561,0.9725,0.95,0.25962,0.02857,0,0.38563,0,0,0,0
Navsari,0,9.5,1.1,2.32,7.3,0.497,11,1,38.7,7.4,32.4,1.0,0.03166,0.00782,0.31846,0.49677,0.9725,0.95,0,0.02857,0,0.62105,0,0,0,0
Navsari,1,74.1,26.9,5.42,7.3,0.987,11,1,88.8,26.8,24.0,1.0,0.24716,0.1922,0.74207,0.98749,0.9725,0.95,0.7755,0.02857,0.08447,0.20095,1,1,0,0
Bhavnagar,1,27.0,7.7,4.48,7.4,0.666,24,2,71.1,25.7,25.2,1.0,0.09002,0.05478,0.60477,0.66649,0.94,0.9,0.42157,0.05714,0.0707,0.25804,0,0,0,0
Dang,1,44.3,6.6,4.32,6.4,0.978,975,27,75.6,11.4,30.2,0.0,0.1475,0.04726,0.67515,0.97827,0,0,0.51201,0.77143,0,0.51114,0,0,0,0
Surat,0,11.2,9.0,4.31,9.4,0.455,13,1,46.8,32.4,36.9,1.0,0.03736,0.06426,0.45892,0.45512,0.9675,0.95,0,0.02857,0.15531,0.84461,0,0,0,0
Jamnagar,0,2.8,0.9,2.05,6.5,0.244,20,2,38.3,13.8,36.9,1.0,0.00932,0.00654,0.31557,0.24366,0.95,0.9,0,0.05714,0,0.84575,0,0,0,0
Patan,1,11.5,2.4,2.46,6.0,0.592,70,1,87.8,25.3,29.5,0.0,0.03848,0.01723,0.40985,0.59163,0.825,0.95,0.75607,0.02857,0.06662,0.47274,0,0,0,0
Porbandar,1,24.6,9.2,3.94,6.2,0.848,8,1,78.4,27.0,30.5,1.0,0.08189,0.06559,0.63625,0.84798,0.98,0.95,0.56854,0.02857,0.0871,0.52735,1,0,0,0
Bhuj,1,15.5,4.2,2.74,5.8,0.485,110,4,90.2,13.6,28.2,1.0,0.05168,0.02972,0.47221,0.48465,0.725,0.8,0.80424,0.11429,0,0.41121,0,0,0,0
Patan,1,43.4,9.3,3.15,6.0,0.565,70,1,86.8,6.9,27.8,0.0,0.14482,0.06616,0.52514,0.56541,0.825,0.95,0.73616,0.02857,0,0.39068,1,0,0,0
Ahmedabad,0,8.6,1.2,5.03,8.5,0.44,53,2,60.2,22.6,30.6,0.0,0.02851,0.00826,0.59192,0.44047,0.8675,0.9,0.20349,0.05714,0.03292,0.52859,0,0,0,0
Ahmedabad,0,8.2,1.4,4.04,8.5,0.371,53,2,61.9,17.3,32.2,0.0,0.02725,0.01008,0.47506,0.37113,0.8675,0.9,0.23885,0.05714,0,0.60848,0,0,0,0
Vadodara,0,9.1,2.9,4.14,8.0,0.49,39,2,43.4,7.9,31.9,0.0,0.03041,0.02036,0.51744,0.48953,0.9025,0.9,0,0.05714,0,0.59666,0,0,0,0
Rajkot,1,8.4,3.4,3.7,7.2,0.574,134,3,83.9,3.8,27.9,0.0,0.02787,0.02407,0.51455,0.57355,0.665,0.85,0.67737,0.08571,0,0.39539,0,0,0,0
Porbandar,0,3.1,1.4,1.04,6.2,0.341,8,1,55.2,7.1,31.0,1.0,0.01024,0.01019,0.16736,0.34134,0.98,0.95,0.10422,0.02857,0,0.55164,1,0,0,0
Navsari,1,128.7,28.5,6.66,7.3,0.98,11,1,81.2,41.2,23.3,1.0,0.42886,0.20383,0.91271,0.98003,0.9725,0.95,0.62457,0.02857,0.2654,0.16685,1,0,0,0
Vadodara,1,4.1,1.9,4.15,8.0,0.73,39,2,65.2,7.1,22.6,0.0,0.01383,0.01345,0.51853,0.72996,0.9025,0.9,0.30471,0.05714,0,0.13201,0,0,0,0
Vadodara,1,55.4,4.8,5.05,8.0,0.823,39,2,79.0,27.1,23.4,0.0,0.18467,0.03433,0.63176,0.82346,0.9025,0.9,0.58092,0.05714,0.08819,0.16807,1,0,0,0
Surat,1,19.3,7.8,5.34,9.4,0.85,13,1,82.3,15.2,30.0,1.0,0.06422,0.05583,0.56792,0.85039,0.9675,0.95,0.64676,0.02857,0,0.4986,0,0,0,0
Navsari,1,47.5,24.5,4.88,7.3,0.988,11,1,87.8,39.2,24.2,1.0,0.15826,0.17473,0.66857,0.98824,0.9725,0.95,0.75645,0.02857,0.23943,0.20931,0,0,0,0
Patan,0,3.7,2.2,2.19,6.0,0.118,70,1,55.6,23.2,35.7,0.0,0.01241,0.01585,0.36553,0.11787,0.825,0.95,0.11268,0.02857,0.03965,0.78325,0,0,0,0
Patan,1,14.9,7.5,2.32,6.0,0.612,70,1,83.3,55.7,28.1,0.0,0.04975,0.05385,0.38676,0.61243,0.825,0.95,0.66501,0.02857,0.4459,0.40387,1,0,0,0
Surat,0,9.5,4.8,4.71,9.4,0.605,13,1,59.3,5.0,32.9,1.0,0.03176,0.03404,0.50116,0.60547,0.9675,0.95,0.18655,0.02857,0,0.64251,0,0,0,0
Patan,1,4.3,1.9,2.97,6.0,0.546,70,1,81.5,30.3,28.9,0.0,0.01434,0.01348,0.49461,0.54596,0.825,0.95,0.62968,0.02857,0.12849,0.44321,0,0,0,0
Vadodara,1,13.6,3.3,3.61,8.0,0.743,39,2,79.4,15.2,26.3,0.0,0.04534,0.02343,0.45102,0.74329,0.9025,0.9,0.58833,0.05714,0,0.31605,0,0,0,0
Valsad,1,42.6,14.0,3.73,7.0,0.78,12,2,83.7,11.7,28.9,1.0,0.14199,0.10014,0.53281,0.78013,0.97,0.9,0.67375,0.05714,0,0.44729,0,0,0,0
Valsad,1,218.5,74.9,8.05,7.0,1.0,12,2,80.9,12.1,22.0,1.0,0.72836,0.53513,1.14982,1.0,0.97,0.9,0.61721,0.05714,0,0.10174,1,1,0,0
Porbandar,1,104.8,52.3,5.17,6.2,0.734,8,1,79.7,24.5,24.9,1.0,0.34919,0.37336,0.83421,0.73421,0.98,0.95,0.5932,0.02857,0.05646,0.2425,1,0,0,0
Surat,1,16.0,3.7,4.01,9.4,0.832,13,1,76.0,5.6,27.9,1.0,0.05337,0.02629,0.42646,0.83161,0.9675,0.95,0.51926,0.02857,0,0.39633,0,0,0,0
Jamnagar,1,51.2,11.5,2.84,6.5,0.682,20,2,84.7,22.4,24.7,1.0,0.17062,0.08189,0.43647,0.68186,0.95,0.9,0.69451,0.05714,0.03057,0.23449,1,0,0,0
Jamnagar,1,11.5,3.1,3.34,6.5,0.661,20,2,84.2,19.0,26.8,1.0,0.03826,0.02181,0.51377,0.66118,0.95,0.9,0.68421,0.05714,0,0.33981,0,0,1,0
Bhavnagar,0,8.8,5.5,3.82,7.4,0.499,24,2,66.7,2,34.2,1.0,0.0294,0.03958,0.51668,0.49933,0.94,0.9,0.33401,0.05714,0,0.70905,0,0,0,0
Bhuj,0,4.3,3.5,2.59,5.8,0.146,110,4,46.8,43.0,32.3,1.0,0.01446,0.02467,0.44649,0.14569,0.725,0.8,0,0.11429,0.28742,0.61373,0,0,0,0
Patan,0,3.8,1.1,2.05,6.0,0.18,70,1,60.2,15.4,31.0,0.0,0.01269,0.00766,0.3417,0.17986,0.825,0.95,0.20394,0.02857,0,0.55051,0,0,0,1
Patan,1,53.6,25.3,4.03,6.0,0.561,70,1,71.0,56.6,27.8,0.0,0.17869,0.18094,0.67197,0.5611,0.825,0.95,0.41976,0.02857,0.45718,0.38758,0,0,0,0
Ahmedabad,0,6.2,3.6,2.57,8.5,0.394,53,2,47.2,12.3,34.8,0.0,0.02074,0.02545,0.30204,0.39384,0.8675,0.9,0,0.05714,0,0.74235,0,0,0,0
Surat,0,7.3,3.0,5.23,9.4,0.495,13,1,45.8,11.9,33.6,1.0,0.02431,0.02128,0.55632,0.49508,0.9675,0.95,0,0.02857,0,0.67954,0,0,0,0
Bhuj,1,34.2,19.3,2.55,5.8,0.462,110,4,82.8,16.3,28.5,1.0,0.11393,0.13751,0.43929,0.46155,0.725,0.8,0.65614,0.11429,0,0.4272,0,0,0,0
Jamnagar,0,3.4,1.2,1.89,6.5,0.257,20,2,46.7,13.5,33.1,1.0,0.0113,0.00879,0.29025,0.25714,0.95,0.9,0,0.05714,0,0.65561,0,0,0,0
Surat,1,26.3,14.9,5.48,9.4,0.784,13,1,77.6,20.4,27.4,1.0,0.08775,0.10613,0.58337,0.78357,0.9675,0.95,0.55108,0.02857,0.00481,0.37224,0,0,0,0
Porbandar,1,76.0,47.2,3.97,6.2,0.694,8,1,75.9,24.1,27.0,1.0,0.25324,0.33683,0.6409,0.69401,0.98,0.95,0.51821,0.02857,0.05108,0.34852,1,0,0,0
Bhuj,1,21.2,11.8,2.16,5.8,0.474,110,4,84.0,3.2,24.1,1.0,0.07057,0.08463,0.37324,0.47356,0.725,0.8,0.6803,0.11429,0,0.20393,0,0,0,0
Bhuj,0,2.2,1.2,2.39,5.8,0.184,110,4,42.2,31.1,36.0,1.0,0.00735,0.0084,0.41198,0.18438,0.725,0.8,0,0.11429,0.13919,0.79955,0,0,0,0
Surat,1,2.2,1.3,5.05,9.4,0.93,13,1,78.2,26.3,32.4,1.0,0.00742,0.00897,0.53697,0.93006,0.9675,0.95,0.56441,0.02857,0.07815,0.62119,0,0,0,0
Patan,0,0.5,0.2,1.68,6.0,0.141,70,1,55.0,15.6,35.0,0.0,0.00181,0.00149,0.28008,0.14122,0.825,0.95,0.10073,0.02857,0,0.75187,0,0,0,0
Patan,1,28.6,20.9,3.32,6.0,0.55,70,1,84.4,21.2,24.9,0.0,0.09526,0.1493,0.55296,0.55044,0.825,0.95,0.68721,0.02857,0.01473,0.24347,0,0,0,0
Surat,1,14.8,10.1,4.68,9.4,0.814,13,1,86.6,13.0,26.7,1.0,0.04947,0.07195,0.49785,0.81438,0.9675,0.95,0.73146,0.02857,0,0.33418,0,0,0,0
Porbandar,1,68.1,13.6,4.58,6.2,0.84,8,1,92.2,30.2,23.5,1.0,0.22696,0.09742,0.73942,0.84024,0.98,0.95,0.84457,0.02857,0.12787,0.17307,0,0,1,0
Vadodara,0,11.6,2.4,3.6,8.0,0.351,39,2,51.4,6.5,34.8,0.0,0.03863,0.01721,0.44947,0.35096,0.9025,0.9,0.02794,0.05714,0,0.74019,0,0,0,0
Jamnagar,1,16.6,6.8,3.17,6.5,0.717,20,2,75.3,2,29.4,1.0,0.05527,0.04876,0.48788,0.71684,0.95,0.9,0.5066,0.05714,0,0.46837,0,0,0,0
Bhuj,1,12.5,1.7,2.89,5.8,0.401,110,4,77.8,11.1,30.1,1.0,0.04182,0.01197,0.49762,0.40109,0.725,0.8,0.5556,0.11429,0,0.50388,1,0,0,0
Navsari,1,101.4,57.7,4.96,7.3,0.881,11,1,92.9,16.1,26.6,1.0,0.33816,0.41242,0.67895,0.88121,0.9725,0.95,0.85792,0.02857,0,0.32803,1,0,0,0
Bhuj,0,7.2,2.7,1.31,5.8,0.095,110,4,53.6,32.2,30.5,1.0,0.0239,0.01957,0.22632,0.09497,0.725,0.8,0.07254,0.11429,0.15211,0.52656,0,0,0,0
Surat,1,48.2,7.1,6.77,9.4,0.826,13,1,77.1,8.9,27.9,1.0,0.16058,0.05092,0.72036,0.82603,0.9675,0.95,0.54266,0.02857,0,0.39729,0,0,0,0
Jamnagar,1,69.7,26.3,4.62,6.5,0.686,20,2,84.8,41.5,28.9,1.0,0.23217,0.1879,0.71124,0.68618,0.95,0.9,0.69633,0.05714,0.26822,0.44568,1,0,1,0
Bhavnagar,0,3.5,1.0,3.73,7.4,0.4,24,2,52.3,36.4,31.7,1.0,0.01158,0.00707,0.50445,0.40008,0.94,0.9,0.04625,0.05714,0.20537,0.58528,0,0,0,0
Patan,0,4.3,2.3,1.75,6.0,0.23,70,1,55.2,10.7,35.7,0.0,0.01447,0.01611,0.29203,0.23034,0.825,0.95,0.10491,0.02857,0,0.7843,0,0,0,0
Surat,0,6.8,1.8,5.04,9.4,0.511,13,1,43.2,32.7,34.9,1.0,0.0228,0.01294,0.53566,0.51065,0.9675,0.95,0,0.02857,0.1583,0.74346,0,0,0,0
Valsad,1,32.0,13.3,4.26,7.0,0.818,12,2,78.3,57.5,25.0,1.0,0.10681,0.09519,0.60807,0.81752,0.97,0.9,0.56567,0.05714,0.46866,0.24888,0,0,0,0
Valsad,1,36.5,11.3,4.25,7.0,0.987,12,2,82.2,6.6,27.7,1.0,0.12183,0.08062,0.60651,0.98729,0.97,0.9,0.64357,0.05714,0,0.38677,0,0,0,0
Jamnagar,1,32.8,27.9,3.62,6.5,0.525,20,2,79.6,10.4,29.7,1.0,0.10946,0.19938,0.55704,0.52544,0.95,0.9,0.59138,0.05714,0,0.485,0,0,0,0
Vadodara,0,2.2,0.7,2.89,8.0,0.31,39,2,55.6,14.2,26.8,0.0,0.00736,0.00484,0.36182,0.31034,0.9025,0.9,0.11268,0.05714,0,0.34198,0,0,0,0
Bhavnagar,1,27.0,11.4,4.04,7.4,0.707,24,2,78.9,37.6,27.0,1.0,0.09008,0.08144,0.54542,0.70681,0.94,0.9,0.57825,0.05714,0.21996,0.34941,0,0,0,0
Surat,1,21.3,11.8,4.94,9.4,0.891,13,1,84.0,5.6,28.0,1.0,0.07102,0.08454,0.52561,0.89084,0.9675,0.95,0.68008,0.02857,0,0.39931,0,0,0,0
Vadodara,1,21.6,10.8,4.65,8.0,0.751,39,2,69.9,17.0,26.8,0.0,0.07206,0.07736,0.58071,0.75056,0.9025,0.9,0.39824,0.05714,0,0.34137,1,0,0,0
Dang,1,103.9,40.9,4.94,6.4,0.996,975,27,88.8,2,26.0,0.0,0.34642,0.29223,0.77238,0.99639,0,0,0.77594,0.77143,0,0.29865,1,0,0,0
Bhavnagar,0,12.5,4.0,3.42,7.4,0.48,24,2,57.3,29.5,34.3,1.0,0.0418,0.02851,0.46153,0.47997,0.94,0.9,0.14561,0.05714,0.11835,0.71388,1,0,0,0
Bhavnagar,1,67.7,12.8,4.15,7.4,0.794,24,2,96.2,2,24.1,1.0,0.2257,0.09149,0.56122,0.79354,0.94,0.9,0.92369,0.05714,0,0.20442,1,0,0,0
Ahmedabad,1,63.8,38.6,5.33,8.5,0.736,53,2,82.0,9.9,24.8,0.0,0.21269,0.27561,0.62694,0.736,0.8675,0.9,0.64052,0.05714,0,0.24192,0,0,0,1
Vadodara,0,9.8,4.6,4.69,8.0,0.415,39,2,64.1,40.3,37.7,0.0,0.03255,0.03296,0.58635,0.41504,0.9025,0.9,0.28164,0.05714,0.2537,0.88652,0,0,0,0
Porbandar,1,8.1,4.8,2.3,6.2,0.62,8,1,68.6,32.6,27.7,1.0,0.02714,0.0345,0.3716,0.62035,0.98,0.95,0.3715,0.02857,0.158,0.38312,0,0,0,0
Porbandar,1,10.2,7.0,3.19,6.2,0.67,8,1,90.0,26.6,34.8,1.0,0.03404,0.05017,0.51478,0.67004,0.98,0.95,0.79931,0.02857,0.08226,0.73977,1,0,0,0
Dang,0,4.0,2.6,1.86,6.4,0.515,975,27,52.3,12.0,32.7,0.0,0.01323,0.0189,0.2902,0.51547,0,0,0.04596,0.77143,0,0.63312,0,0,0,0
Porbandar,1,17.7,4.2,2.8,6.2,0.493,8,1,70.3,18.7,24.1,1.0,0.05892,0.02981,0.45172,0.49342,0.98,0.95,0.40525,0.02857,0,0.20593,0,0,0,0
Jamnagar,0,5.7,4.8,1.96,6.5,0.374,20,2,52.8,20.6,33.8,1.0,0.01888,0.03419,0.30126,0.37365,0.95,0.9,0.05542,0.05714,0.00794,0.68777,0,0,0,0
Vadodara,0,7.7,1.7,3.89,8.0,0.468,39,2,65.2,43.1,35.0,0.0,0.02564,0.01181,0.4866,0.4684,0.9025,0.9,0.30496,0.05714,0.28909,0.74866,0,0,0,0
Patan,1,3.0,1.5,2.35,6.0,0.532,70,1,77.1,21.9,32.4,0.0,0.01011,0.01085,0.39098,0.53163,0.825,0.95,0.54103,0.02857,0.02418,0.619,0,0,0,0
Ahmedabad,1,105.5,69.8,7.43,8.5,0.872,53,2,79.0,8.1,27.8,0.0,0.35166,0.49862,0.87433,0.87177,0.8675,0.9,0.58077,0.05714,0,0.38858,1,0,0,0
Porbandar,1,5.9,1.1,3.31,6.2,0.824,8,1,75.4,38.9,26.2,1.0,0.01983,0.00795,0.53425,0.82405,0.98,0.95,0.50864,0.02857,0.23673,0.31017,0,0,0,0
Ahmedabad,0,1.9,0.2,2.88,8.5,0.293,53,2,52.0,45.6,34.7,0.0,0.00622,0.00166,0.33914,0.29306,0.8675,0.9,0.03922,0.05714,0.31982,0.73398,0,0,0,0
Rajkot,1,8.4,2.5,3.46,7.2,0.668,134,3,78.7,27.8,25.0,0.0,0.02791,0.01813,0.48034,0.66786,0.665,0.85,0.57466,0.08571,0.09718,0.24751,1,0,0,0
Dang,1,92.0,57.6,4.76,6.4,0.971,975,27,91.4,7.4,24.9,0.0,0.30675,0.41109,0.74349,0.9706,0,0,0.82845,0.77143,0,0.24584,0,0,0,1
Valsad,0,4.0,1.4,3.68,7.0,0.572,12,2,58.4,21.6,27.8,1.0,0.0135,0.00982,0.52587,0.57241,0.97,0.9,0.16741,0.05714,0.02058,0.38901,0,0,0,1
Navsari,1,43.6,29.0,3.95,7.3,0.908,11,1,80.4,39.2,30.7,1.0,0.14537,0.20683,0.54135,0.90843,0.9725,0.95,0.60846,0.02857,0.23962,0.53705,0,0,0,0
Surat,0,4.8,1.6,4.01,9.4,0.48,13,1,47.0,28.1,31.4,1.0,0.0161,0.01162,0.42638,0.4802,0.9675,0.95,0,0.02857,0.1011,0.56872,0,0,1,0
Bhavnagar,0,5.4,2.3,2.86,7.4,0.335,24,2,55.5,24.3,29.7,1.0,0.01787,0.01668,0.38603,0.33514,0.94,0.9,0.10935,0.05714,0.05417,0.48404,0,0,0,0
Jamnagar,1,8.7,5.8,2.99,6.5,0.649,20,2,75.5,49.5,24.1,1.0,0.02896,0.04133,0.46047,0.64861,0.95,0.9,0.50963,0.05714,0.36923,0.20656,0,0,0,0
Ahmedabad,0,8.5,4.3,3.81,8.5,0.501,53,2,56.9,2.2,31.5,0.0,0.02833,0.03082,0.44789,0.50069,0.8675,0.9,0.13852,0.05714,0,0.57453,0,0,0,0
Rajkot,1,61.9,41.0,4.66,7.2,0.812,134,3,68.5,17.5,28.5,0.0,0.20625,0.29293,0.64731,0.81225,0.665,0.85,0.36967,0.08571,0,0.4255,0,0,0,0
Bhavnagar,0,4.2,2.0,2.34,7.4,0.363,24,2,56.3,16.7,34.5,1.0,0.01404,0.01464,0.31618,0.3626,0.94,0.9,0.12668,0.05714,0,0.72363,0,0,0,0
Ahmedabad,1,19.5,8.9,3.65,8.5,0.897,53,2,81.5,7.1,31.0,0.0,0.06488,0.06353,0.42978,0.89701,0.8675,0.9,0.62968,0.05714,0,0.55127,0,0,0,1
Rajkot,1,14.2,2.4,3.77,7.2,0.617,134,3,78.7,28.4,31.9,0.0,0.04729,0.01726,0.52312,0.61733,0.665,0.85,0.57403,0.08571,0.1051,0.59718,0,0,0,0
Porbandar,0,5.7,2.5,2.36,6.2,0.334,8,1,54.9,8.5,33.3,1.0,0.01886,0.01821,0.381,0.33358,0.98,0.95,0.0971,0.02857,0,0.66276,1,0,0,0
Vadodara,1,42.5,16.7,4.86,8.0,0.817,39,2,80.4,5.7,24.7,0.0,0.14161,0.11894,0.60724,0.81652,0.9025,0.9,0.60711,0.05714,0,0.23454,0,0,1,0
Navsari,0,21.7,5.1,4.24,7.3,0.495,11,1,52.2,10.6,32.2,1.0,0.07248,0.03624,0.58117,0.49536,0.9725,0.95,0.04314,0.02857,0,0.61133,1,0,0,0
Bhavnagar,1,9.1,2.5,3.64,7.4,0.756,24,2,71.8,13.4,25.6,1.0,0.0305,0.01767,0.49207,0.75571,0.94,0.9,0.43697,0.05714,0,0.28194,0,0,0,0
Vadodara,1,52.3,44.4,5.76,8.0,0.729,39,2,68.1,22.3,25.3,0.0,0.17421,0.31732,0.72019,0.72946,0.9025,0.9,0.36162,0.05714,0.02898,0.26506,0,0,0,0
